nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.336600000000000066e-01,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.325999999999999984e-02,nan,1.066600000000000048e-01,-1.543899999999999995e-01,nan,1.319999999999999993e-03,-3.132000000000000062e-02,1.439699999999999869e-01,nan,nan,5.956999999999999795e-02,-6.395000000000000684e-02
-1.069800000000000056e-01,-9.930999999999999550e-02,4.293999999999999900e-02,3.404000000000000081e-02,nan,6.521000000000000407e-02,-9.499000000000000499e-02,8.580000000000000820e-03,nan,9.929999999999999938e-02,-1.119799999999999962e-01,3.009999999999999828e-02
8.537999999999999756e-02,-9.929999999999999591e-03,5.279999999999999971e-03,6.599999999999999964e-04,1.150299999999999934e-01,-2.393999999999999947e-02,1.078599999999999975e-01,2.910099999999999909e-01,-3.980000000000000031e-03,-9.470000000000000639e-02,-1.940000000000000058e-02,9.429999999999999147e-03
-3.624000000000000138e-02,6.199999999999999782e-03,-7.682999999999999552e-02,2.193000000000000158e-02,-3.774000000000000271e-02,4.685000000000000275e-02,-1.002799999999999941e-01,-3.320000000000000034e-02,1.391000000000000049e-02,-9.723999999999999311e-02,2.656999999999999987e-02,-2.929999999999999966e-02
-6.802999999999999325e-02,8.000000000000000167e-02,7.645000000000000406e-02,1.081999999999999976e-02,-4.311000000000000248e-02,2.324999999999999983e-02,5.215000000000000191e-02,1.254000000000000080e-02,4.442999999999999727e-02,4.673000000000000070e-02,-7.001999999999999891e-02,-1.490999999999999964e-02
1.130700000000000038e-01,-5.013000000000000095e-02,2.629999999999999959e-03,-5.655000000000000304e-02,-4.640000000000000027e-03,-2.990000000000000036e-03,-6.010000000000000064e-02,5.947000000000000203e-02,3.676999999999999713e-02,-3.075999999999999915e-02,6.411000000000000032e-02,9.669999999999999776e-03
-6.780999999999999528e-02,3.989000000000000185e-02,1.739999999999999880e-02,2.316000000000000003e-02,8.330000000000000598e-03,2.437999999999999889e-02,-9.020000000000000240e-03,-3.459999999999999968e-03,-3.556999999999999745e-02,5.274000000000000216e-02,-7.074999999999999345e-02,-2.809000000000000039e-02
2.314000000000000085e-02,-2.447999999999999829e-02,3.510000000000000099e-03,-1.566000000000000031e-02,1.324000000000000003e-02,-2.324999999999999983e-02,5.491000000000000048e-02,-2.861999999999999961e-02,1.940000000000000101e-03,-5.217999999999999722e-02,1.021399999999999947e-01,3.971999999999999836e-02
-1.004999999999999991e-02,6.720000000000000279e-03,9.310000000000000567e-03,1.072999999999999995e-02,-2.847999999999999837e-02,-7.660000000000000142e-03,-5.451000000000000290e-02,5.702999999999999736e-02,-8.121000000000000441e-02,1.696999999999999897e-02,-4.581999999999999962e-02,-8.030000000000000679e-03
3.164000000000000146e-02,-2.380000000000000171e-02,2.429999999999999868e-02,2.454999999999999891e-02,5.669999999999999693e-03,4.539999999999999765e-03,4.100000000000000346e-03,-4.968999999999999806e-02,8.261999999999999900e-02,3.445000000000000145e-02,-1.365000000000000067e-02,-3.278999999999999970e-02
-4.202999999999999792e-02,9.367999999999999938e-02,4.299999999999999894e-04,-9.715000000000000024e-02,5.490000000000000088e-03,2.199999999999999872e-02,5.590000000000000351e-03,7.570999999999999952e-02,-3.030000000000000054e-02,-3.352000000000000118e-02,5.233000000000000151e-02,-1.340000000000000045e-03
2.078999999999999945e-02,-6.722999999999999809e-02,6.178999999999999770e-02,5.832999999999999990e-02,-5.976999999999999674e-02,-2.001999999999999960e-02,-2.961000000000000090e-02,-2.424000000000000113e-02,-1.332999999999999984e-02,2.812999999999999876e-02,-3.201999999999999985e-02,5.480000000000000149e-02
-2.096999999999999906e-02,4.692999999999999949e-02,-7.957000000000000184e-02,-6.729999999999999871e-03,6.282999999999999696e-02,9.799999999999999684e-04,8.850000000000000228e-03,-2.040000000000000147e-02,3.746000000000000024e-02,-4.440000000000000370e-03,2.637000000000000108e-02,-1.523000000000000048e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
