nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.887999999999999942e-02,-4.099999999999999756e-01,-4.528400000000000203e-01,-8.630000000000000518e-03,nan,-2.806000000000000161e-01,nan,nan,nan
8.716000000000000136e-02,-7.041000000000000036e-02,4.612999999999999740e-02,-3.015599999999999947e-01,2.118599999999999928e-01,7.781000000000000416e-02,1.809099999999999875e-01,3.153999999999999859e-02,5.877999999999999892e-02,-2.890400000000000191e-01,-8.339000000000000579e-02,2.492999999999999938e-01
-3.994999999999999940e-02,5.904000000000000220e-02,5.356999999999999956e-02,1.373699999999999921e-01,1.214299999999999963e-01,6.096000000000000030e-02,-9.843999999999999972e-02,-2.599299999999999944e-01,-8.859999999999999820e-03,1.850999999999999868e-01,-1.389600000000000002e-01,2.915599999999999858e-01
-9.110000000000000042e-02,-3.880000000000000202e-03,-1.418399999999999939e-01,-1.044999999999999957e-01,-6.033000000000000168e-02,-5.378999999999999754e-02,-3.547999999999999765e-02,1.668999999999999928e-01,2.885000000000000064e-02,-1.243999999999999967e-02,3.794000000000000150e-02,-2.525999999999999912e-01
-1.254000000000000080e-02,-3.939000000000000140e-02,1.112999999999999962e-01,1.766699999999999937e-01,-9.185999999999999721e-02,-1.626000000000000015e-02,-6.649999999999999661e-03,-1.070300000000000001e-01,-8.837000000000000410e-02,-1.034299999999999942e-01,3.325999999999999790e-02,9.475999999999999701e-02
8.689999999999999808e-03,5.559999999999999665e-02,-2.503000000000000017e-02,-1.176399999999999946e-01,8.418000000000000482e-02,-1.129999999999999928e-02,-7.845000000000000584e-02,8.655999999999999805e-02,7.893000000000000016e-02,2.657999999999999946e-02,-1.889000000000000054e-02,-4.451999999999999708e-02
-1.873999999999999971e-02,3.022000000000000033e-02,-6.322999999999999454e-02,6.662999999999999479e-02,1.068000000000000026e-02,2.505999999999999894e-02,7.299999999999999545e-02,-1.026699999999999974e-01,-1.325300000000000089e-01,9.200000000000000278e-04,7.316000000000000281e-02,6.808000000000000163e-02
-8.040000000000000271e-03,-2.733999999999999972e-02,7.797999999999999376e-02,2.638000000000000067e-02,-2.206999999999999934e-02,-5.029999999999999749e-03,2.283999999999999919e-02,5.466000000000000025e-02,1.176200000000000023e-01,2.555999999999999939e-02,-9.829999999999999849e-02,-4.347999999999999782e-02
1.000000000000000082e-05,-7.788000000000000478e-02,-4.608999999999999903e-02,-1.047700000000000020e-01,-1.042000000000000044e-02,6.101000000000000173e-02,-2.445999999999999910e-02,-1.636999999999999914e-02,-8.336999999999999966e-02,-7.674000000000000266e-02,3.969000000000000306e-02,-4.950000000000000233e-02
2.350999999999999965e-02,4.510000000000000120e-03,1.214999999999999934e-02,1.020800000000000041e-01,5.641000000000000181e-02,-9.181000000000000272e-02,-2.923999999999999863e-02,3.282999999999999807e-02,1.033899999999999958e-01,6.586000000000000187e-02,-3.255000000000000254e-02,2.923999999999999863e-02
-9.879999999999999893e-03,7.517000000000000071e-02,-1.813999999999999987e-02,-4.213999999999999690e-02,-2.106999999999999845e-02,5.303000000000000075e-02,2.811999999999999916e-02,-4.530000000000000172e-03,-9.626999999999999447e-02,5.020000000000000157e-03,1.808999999999999844e-02,4.848000000000000226e-02
-1.112999999999999927e-02,-5.133000000000000063e-02,2.293999999999999859e-02,9.230000000000000357e-03,-1.912000000000000158e-02,-1.727000000000000063e-02,2.976000000000000173e-02,-1.269999999999999948e-02,3.024999999999999911e-02,-1.575999999999999970e-02,5.933000000000000079e-02,-9.465999999999999415e-02
2.467000000000000096e-02,4.420999999999999930e-02,1.528000000000000018e-02,1.218999999999999945e-02,1.972000000000000142e-02,-2.052000000000000005e-02,-6.378999999999999948e-02,-7.040000000000000251e-03,1.527000000000000059e-02,1.719999999999999958e-03,-6.214000000000000079e-02,9.803000000000000602e-02
-1.791999999999999843e-02,-3.989999999999999797e-02,2.350999999999999965e-02,2.054999999999999882e-02,-2.300000000000000070e-04,4.453000000000000014e-02,1.777000000000000107e-02,2.784000000000000016e-02,-4.707000000000000073e-02,5.100000000000000366e-04,7.953000000000000347e-02,-5.244999999999999662e-02
3.013000000000000053e-02,1.918999999999999873e-02,-4.513000000000000345e-02,-2.341999999999999985e-02,-5.130000000000000011e-03,-4.562000000000000083e-02,4.698999999999999705e-02,-5.489000000000000129e-02,2.810999999999999957e-02,-8.970000000000000542e-03,-6.976999999999999869e-02,5.811999999999999805e-02
-5.260000000000000092e-02,-2.024000000000000105e-02,5.965000000000000163e-02,1.120999999999999948e-02,5.326999999999999791e-02,2.519000000000000059e-02,-4.002000000000000002e-02,5.675999999999999795e-02,5.752000000000000168e-02,-5.519999999999999733e-03,4.179999999999999688e-03,-3.454999999999999738e-02
2.307000000000000023e-02,-1.139999999999999954e-03,-5.653999999999999998e-02,4.340000000000000108e-03,-7.828999999999999848e-02,-2.739000000000000115e-02,2.876000000000000084e-02,-4.861000000000000043e-02,-8.043000000000000149e-02,-1.760000000000000063e-03,-9.190000000000000252e-03,-2.273999999999999980e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
